PF,num_test,modelDL,modelET,blast,hmm,protenn
PF01546,56,0.0,0.0,0.0892857142857143,0.125,0.0
PF00814,15,0.06666666666666665,0.0,0.0,0.1333333333333333,1.0
PF00557,5,0.0,0.0,0.0,0.0,0.0
PF01432,1,1.0,0.0,0.0,0.0,0.0
PF01435,4,0.0,0.0,0.0,0.75,0.0
PF13398,2,0.0,0.0,0.5,0.5,0.0
PF05569,3,0.0,1.0,0.0,1.0,0.0
PF09375,12,0.0,0.0,0.08333333333333337,0.25,0.0
PF06114,4,0.0,0.0,1.0,0.5,0.0
PF14891,1,0.0,1.0,0.0,0.0,0.0
PF08453,1,1.0,1.0,0.0,0.0,0.0
PF00716,1,0.0,0.0,0.0,0.0,0.0
PF00717,1,0.0,0.0,1.0,0.0,0.0
PF03572,2,0.0,0.0,0.0,0.0,0.0
PF03575,4,0.0,0.0,0.0,0.25,0.75
PF00949,2,1.0,0.0,1.0,0.0,1.0
PF00082,4,0.0,0.0,1.0,0.0,0.0
PF00326,12,0.0,0.0,0.33333333333333337,0.0,0.0
PF02897,2,0.0,0.0,0.0,0.0,0.0
PF01136,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF03419,4,0.0,0.0,0.0,0.25,0.0
PF10463,1,0.0,1.0,1.0,1.0,1.0
PF01195,1,0.0,0.0,0.0,1.0,0.0
PF08530,4,0.0,0.0,0.0,0.0,0.25
PF13714,1,0.0,0.0,0.0,0.0,0.0
PF01497,5,0.0,0.0,0.4,0.8,0.0
PF13377,7,0.0,0.0,0.1428571428571429,0.0,0.0
PF13407,22,0.0,0.36363636363636365,0.0,0.13636363636363635,0.0
PF13458,27,0.03703703703703709,0.0,0.40740740740740744,0.5185185185185186,0.18518518518518523
PF04088,1,0.0,0.0,0.0,0.0,0.0
PF04882,1,0.0,0.0,0.0,1.0,0.0
PF05648,2,0.0,0.0,0.0,0.0,0.0
PF08610,2,0.0,0.0,0.0,0.5,0.0
PF06398,10,0.0,0.0,0.9,0.09999999999999998,0.0
PF04757,17,0.0,0.0,0.7647058823529411,0.11764705882352944,0.05882352941176472
PF00294,8,0.0,0.0,0.0,0.0,0.0
PF02901,11,0.0,0.0,0.0,0.0,0.0
PF10333,1,0.0,0.0,1.0,0.0,0.0
PF13994,1,0.0,0.0,0.0,0.0,0.0
PF07819,1,1.0,1.0,1.0,1.0,1.0
PF18627,2,0.0,0.0,0.0,0.0,0.0
PF08665,2,0.0,0.0,1.0,1.0,0.5
PF02879,2,0.0,0.0,0.5,0.0,0.0
PF12229,4,0.0,0.0,1.0,0.5,0.0
PF00169,8,0.125,0.0,0.875,0.5,0.125
PF13550,2,0.0,0.0,1.0,0.5,0.0
PF10145,29,0.0,0.0,0.4482758620689655,0.13793103448275867,0.0
PF18066,3,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.0,0.0
PF10554,2,0.5,1.0,1.0,0.0,1.0
PF05065,13,0.0,0.0,0.23076923076923073,0.07692307692307687,0.0
PF03864,12,0.0,0.0,0.16666666666666663,0.0,0.0
PF07022,1,0.0,0.0,1.0,1.0,1.0
PF05135,2,1.0,0.0,0.5,0.0,0.5
PF05144,1,0.0,0.0,0.0,1.0,1.0
PF05954,4,0.0,0.0,0.75,0.25,0.5
PF16083,3,0.0,0.0,1.0,0.33333333333333337,0.0
PF07332,2,0.0,0.0,0.5,0.5,0.0
PF05105,1,0.0,0.0,0.0,0.0,0.0
PF09682,1,0.0,0.0,1.0,0.0,0.0
PF05521,7,0.0,0.0,0.7142857142857143,0.1428571428571429,0.0
PF00589,3,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337
PF02899,3,0.33333333333333337,1.0,1.0,0.6666666666666667,0.33333333333333337
PF13495,5,1.0,0.0,1.0,0.4,0.19999999999999996
PF00959,2,1.0,0.0,1.0,1.0,1.0
PF06152,5,0.0,0.0,0.0,0.0,0.0
PF04233,2,0.0,0.0,0.5,0.0,0.0
PF04860,36,0.0,0.0,0.02777777777777779,0.16666666666666663,0.02777777777777779
PF05133,9,0.0,0.0,0.11111111111111116,0.33333333333333337,0.0
PF17482,1,0.0,0.0,1.0,1.0,0.0
PF06841,1,0.0,0.0,1.0,1.0,0.0
PF12363,1,0.0,0.0,1.0,1.0,0.0
PF10109,3,0.0,0.0,1.0,0.0,0.6666666666666667
PF06199,6,1.0,0.0,1.0,0.6666666666666667,1.0
PF05155,2,0.0,0.0,1.0,0.0,0.5
PF09361,4,0.0,0.0,0.5,0.0,0.0
PF09712,3,0.0,0.0,0.0,1.0,0.0
PF02332,15,0.0,0.0,0.1333333333333333,0.0,0.0
PF13557,24,0.0,0.0,0.45833333333333337,0.7083333333333333,0.0
PF12699,3,0.0,0.33333333333333337,0.0,0.33333333333333337,0.0
PF14703,4,0.0,0.0,0.0,0.0,0.0
PF09423,2,0.0,0.0,0.0,0.0,0.0
PF16212,1,0.0,0.0,0.0,0.0,0.0
PF01663,6,0.0,0.0,0.33333333333333337,0.16666666666666663,0.0
PF04185,2,0.0,0.0,1.0,0.5,0.5
PF12974,2,0.0,0.0,0.0,0.0,0.0
PF01895,2,0.0,0.0,0.0,0.0,0.0
PF01865,2,0.0,0.0,0.5,0.0,0.0
PF02811,87,1.0,0.0,0.9540229885057472,0.011494252873563204,0.05747126436781613
PF05721,4,0.0,0.0,0.25,0.5,0.0
PF15411,1,1.0,0.0,1.0,1.0,0.0
PF15413,1,1.0,1.0,1.0,1.0,0.0
PF16457,1,0.0,0.0,0.0,0.0,0.0
PF12068,2,0.0,1.0,1.0,0.5,1.0
PF00388,3,0.6666666666666667,0.0,1.0,0.33333333333333337,1.0
PF11566,2,0.0,0.0,0.0,0.5,0.0
PF00454,5,1.0,0.19999999999999996,1.0,0.0,1.0
PF00640,3,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0
PF12166,1,0.0,0.0,0.0,0.0,0.0
PF02585,1,0.0,0.0,0.0,0.0,0.0
PF10510,5,0.0,0.0,0.0,0.4,0.0
PF06728,4,0.25,0.25,0.0,0.0,0.0
PF08320,1,0.0,0.0,0.0,1.0,0.0
PF04987,1,0.0,0.0,0.0,0.0,0.0
PF13675,4,0.0,0.0,0.25,0.25,0.0
PF08805,1,0.0,0.0,0.0,0.0,0.0
PF09476,2,0.0,0.5,0.0,0.0,0.0
PF13681,4,0.0,0.0,0.0,0.25,0.0
PF14341,1,1.0,1.0,1.0,1.0,1.0
PF07238,16,0.0,0.0,0.8125,0.1875,0.0625
PF01850,19,0.052631578947368474,0.0,0.631578947368421,0.4736842105263158,0.052631578947368474
PF16289,14,0.0,0.0,0.9285714285714286,0.7857142857142857,0.0
PF13470,2,0.0,0.0,0.5,0.5,0.0
PF18476,1,0.0,0.0,0.0,1.0,0.0
PF12260,6,0.0,0.0,0.33333333333333337,0.16666666666666663,0.0
PF14875,1,0.0,0.0,1.0,1.0,1.0
PF06201,1,0.0,0.0,0.0,0.0,0.0
PF02171,1,0.0,0.0,1.0,0.0,0.0
PF08016,2,0.0,0.0,0.0,0.5,0.0
PF14032,12,0.08333333333333337,0.08333333333333337,0.33333333333333337,0.08333333333333337,0.0
PF04749,2,0.0,0.0,0.5,0.0,0.0
PF05795,8,0.0,0.0,0.0,0.375,0.0
PF01477,7,0.1428571428571429,0.0,0.5714285714285714,0.1428571428571429,0.0
PF01523,74,0.0,0.0,0.0,0.05405405405405406,0.0
PF10536,7,0.0,0.0,0.0,0.2857142857142857,0.0
PF04043,14,0.0,0.0,0.0,0.2142857142857143,0.0
PF01238,1,0.0,0.0,0.0,1.0,1.0
PF14100,1,0.0,0.0,0.0,0.0,0.0
PF00822,3,1.0,1.0,0.6666666666666667,0.6666666666666667,1.0
PF02366,3,1.0,0.33333333333333337,1.0,1.0,1.0
PF13231,3,0.0,0.6666666666666667,1.0,0.0,0.0
PF01048,20,0.09999999999999998,0.0,0.19999999999999996,0.35,0.0
PF10448,4,0.75,0.25,0.75,0.75,1.0
PF10114,6,0.0,0.0,0.0,0.33333333333333337,0.0
PF03364,16,0.1875,0.0625,0.375,0.5625,0.0
PF10604,21,0.0,0.09523809523809523,0.4285714285714286,0.19047619047619047,0.0
PF01522,1,0.0,0.0,0.0,0.0,0.0
PF14099,8,0.0,0.0,0.0,0.0,0.0
PF01943,4,0.5,0.5,0.75,1.0,0.0
PF04669,2,1.0,1.0,1.0,0.5,1.0
PF14667,7,0.0,0.0,0.4285714285714286,0.1428571428571429,0.0
PF08418,1,0.0,0.0,0.0,1.0,0.0
PF17251,1,0.0,0.0,0.0,0.0,0.0
PF01558,1,0.0,0.0,0.0,0.0,0.0
PF00267,1,1.0,1.0,1.0,1.0,1.0
PF14121,20,0.0,0.0,0.0,0.0,0.0
PF01459,13,0.0,0.0,0.23076923076923073,0.0,0.0
PF13609,12,0.16666666666666663,0.0,0.33333333333333337,0.16666666666666663,0.0
PF07396,4,1.0,0.0,1.0,0.0,0.5
PF11751,4,0.0,0.0,0.0,0.0,0.0
PF02765,2,0.0,0.0,0.0,0.5,0.0
PF16686,16,0.0,0.0,0.5625,0.0,0.125
PF06227,5,0.19999999999999996,0.0,0.0,0.6,0.0
PF03336,1,1.0,1.0,0.0,0.0,1.0
PF03288,2,1.0,1.0,1.0,0.0,1.0
PF04497,3,0.33333333333333337,0.33333333333333337,0.0,0.0,0.33333333333333337
PF04943,1,1.0,1.0,0.0,0.0,1.0
PF03003,5,0.0,0.19999999999999996,0.6,0.0,0.0
PF03291,1,1.0,1.0,0.0,0.0,1.0
PF04947,1,0.0,0.0,0.0,0.0,0.0
PF13672,3,0.0,0.0,0.6666666666666667,0.6666666666666667,0.33333333333333337
PF01326,2,0.0,0.0,0.0,0.0,1.0
PF13111,1,0.0,0.0,0.0,1.0,0.0
PF18156,1,0.0,0.0,1.0,0.0,0.0
PF15503,3,0.6666666666666667,0.33333333333333337,1.0,0.0,0.33333333333333337
PF09184,5,0.0,0.0,0.19999999999999996,0.4,1.0
PF14895,1,1.0,1.0,0.0,0.0,1.0
PF02541,2,0.0,0.0,0.0,0.5,0.0
PF18165,1,1.0,1.0,0.0,0.0,0.0
PF13360,8,0.875,0.25,0.0,0.75,0.125
PF05239,2,0.0,0.0,1.0,0.0,0.0
PF10253,13,0.0,0.0,0.0,0.23076923076923073,0.0
PF02996,6,0.0,0.0,1.0,0.16666666666666663,0.0
PF01920,7,0.0,0.0,1.0,0.0,0.0
PF09687,2,0.0,0.0,0.5,0.0,0.0
PF01080,2,0.0,0.0,0.0,1.0,0.0
PF09480,1,0.0,0.0,0.0,0.0,0.0
PF12666,4,0.25,0.25,0.5,0.25,0.0
PF07929,1,0.0,0.0,0.0,1.0,0.0
PF00156,6,0.0,0.0,0.16666666666666663,0.16666666666666663,0.0
PF08708,1,0.0,0.0,1.0,1.0,0.0
PF09250,2,0.0,0.0,0.0,0.0,0.0
PF03063,32,0.0,0.0,0.0,0.0,0.0
PF00485,2,0.0,0.0,0.0,0.0,0.0
PF06798,6,0.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0
PF00235,3,0.0,0.0,0.6666666666666667,0.0,0.0
PF14457,2,0.0,0.0,1.0,1.0,1.0
PF14461,2,0.5,0.5,1.0,1.0,1.0
PF14460,2,0.0,0.0,0.0,0.0,0.0
PF14464,8,0.0,0.0,0.75,0.625,0.5
PF16015,13,0.0,0.0,0.7692307692307692,0.15384615384615385,0.0
PF05478,4,0.0,0.0,0.0,0.0,0.0
PF06605,5,0.0,0.6,0.19999999999999996,0.19999999999999996,0.0
PF00227,6,0.0,0.0,0.16666666666666663,0.16666666666666663,0.0
PF10508,1,1.0,0.0,0.0,0.0,1.0
PF11563,13,0.0,0.0,0.6923076923076923,0.0,0.0
PF00361,3,0.0,0.0,0.0,0.0,0.0
PF12871,1,0.0,1.0,1.0,1.0,0.0
PF01366,4,0.5,0.0,0.0,0.0,0.5
PF14765,1,1.0,1.0,1.0,1.0,0.0
PF01416,21,0.8095238095238095,0.0,1.0,0.23809523809523814,1.0
PF00849,8,0.0,0.0,0.625,0.375,0.0
PF04230,18,0.0,0.0,0.11111111111111116,0.2777777777777778,0.0
PF10409,2,0.0,0.0,0.0,0.0,0.0
PF17022,2,0.0,0.0,0.0,0.5,0.0
PF10131,2,0.0,0.5,1.0,0.5,0.5
PF00854,3,1.0,0.0,0.0,0.33333333333333337,1.0
PF00359,1,0.0,0.0,0.0,0.0,0.0
PF02378,5,0.0,0.0,0.8,0.4,0.0
PF13303,3,0.0,0.0,0.33333333333333337,0.0,0.0
PF09409,2,0.0,0.0,0.5,0.0,0.0
PF03209,1,0.0,0.0,0.0,0.0,0.0
PF08324,27,0.0,0.0,0.14814814814814814,0.03703703703703709,0.0
PF16656,1,0.0,1.0,1.0,1.0,0.0
PF00855,2,0.0,0.0,0.0,0.0,0.0
PF00787,2,0.0,0.0,0.5,0.0,0.0
PF02194,6,0.0,0.0,0.16666666666666663,0.33333333333333337,0.0
PF00282,1,0.0,0.0,1.0,0.0,1.0
PF12900,5,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0
PF03013,4,0.0,0.0,1.0,0.5,1.0
PF07992,2,0.0,0.0,0.5,1.0,0.0
PF06321,1,0.0,0.0,1.0,1.0,0.0
PF02749,1,1.0,0.0,1.0,0.0,0.0
PF14027,5,0.0,0.0,0.0,0.6,0.0
PF18299,3,1.0,1.0,1.0,1.0,1.0
PF14243,9,1.0,0.33333333333333337,1.0,1.0,0.7777777777777778
PF13902,8,0.0,0.0,0.875,0.0,0.0
PF00788,1,0.0,0.0,0.0,0.0,0.0
PF00566,6,0.0,0.0,0.0,0.0,0.0
PF02144,3,0.0,0.33333333333333337,0.0,0.0,0.0
PF04055,67,0.0,0.04477611940298509,0.11940298507462688,0.32835820895522383,0.0
PF10257,2,0.0,0.0,0.0,0.0,0.5
PF18755,1,0.0,0.0,0.0,0.0,0.0
PF03787,23,0.0,0.0,0.21739130434782605,0.30434782608695654,0.0
PF03085,1,1.0,1.0,0.0,0.0,1.0
PF14538,1,0.0,1.0,1.0,0.0,0.0
PF00617,2,0.0,0.0,0.0,0.0,0.0
PF14663,2,0.5,1.0,1.0,0.5,0.5
PF14752,6,0.0,0.0,0.0,0.16666666666666663,0.0
PF14473,1,0.0,0.0,0.0,0.0,0.0
PF06271,11,0.0,0.0,0.18181818181818177,0.2727272727272727,0.0
PF05183,4,0.0,0.0,0.0,0.0,0.0
PF07508,2,0.0,0.0,0.0,0.0,0.0
PF03837,8,0.0,0.0,0.25,0.0,0.0
PF07964,2,0.5,1.0,1.0,1.0,0.5
PF08534,10,1.0,0.7,1.0,1.0,0.9
PF11495,5,0.0,0.0,0.0,0.19999999999999996,0.0
PF04221,1,0.0,0.0,0.0,0.0,0.0
PF07506,3,0.33333333333333337,0.33333333333333337,1.0,1.0,1.0
PF16793,1,0.0,0.0,0.0,0.0,1.0
PF13814,6,0.0,0.0,1.0,1.0,0.0
PF13574,1,1.0,1.0,1.0,1.0,1.0
PF13582,4,1.0,0.5,0.5,0.25,0.25
PF13688,5,0.4,0.4,0.6,1.0,0.0
PF01719,1,0.0,0.0,0.0,1.0,1.0
PF01051,5,0.0,0.0,0.4,0.19999999999999996,0.0
PF08661,2,1.0,0.5,1.0,0.0,0.0
PF02486,6,0.0,0.0,0.0,0.16666666666666663,0.0
PF08808,13,0.0,0.0,0.23076923076923073,0.15384615384615385,0.15384615384615385
PF05140,39,0.0,0.0,0.0,0.1282051282051282,0.0
PF02453,2,0.0,0.0,0.0,0.0,0.0
PF14223,3,0.0,0.0,0.0,0.0,0.0
PF15969,1,0.0,1.0,0.0,0.0,0.0
PF09491,2,0.0,0.0,0.0,0.5,0.0
PF18062,2,0.0,0.0,0.0,0.0,0.0
PF18643,3,0.0,0.0,1.0,0.33333333333333337,0.6666666666666667
PF09565,4,0.0,0.0,0.0,0.5,0.0
PF09566,2,1.0,0.0,0.0,0.0,1.0
PF08737,10,0.0,0.0,0.0,0.7,0.0
PF00974,1,1.0,0.0,0.0,0.0,1.0
PF03216,3,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0
PF11316,1,0.0,0.0,0.0,0.0,1.0
PF00581,2,0.0,0.0,0.0,0.0,0.0
PF00620,1,0.0,0.0,1.0,0.0,0.0
PF00621,1,0.0,0.0,0.0,0.0,0.0
PF01872,5,1.0,0.0,0.6,0.0,0.19999999999999996
PF08584,2,0.0,0.5,0.0,0.0,0.0
PF04597,3,0.0,0.0,0.0,0.0,0.0
PF05817,2,0.0,0.0,0.0,0.0,0.0
PF10501,2,0.0,0.0,0.0,0.0,0.0
PF00347,7,0.0,0.0,1.0,0.1428571428571429,0.2857142857142857
PF02482,2,0.0,0.0,0.0,0.5,0.0
PF00163,55,0.0,0.0,1.0,0.6,1.0
PF07064,1,1.0,1.0,0.0,1.0,0.0
PF15361,5,0.0,0.0,0.0,1.0,0.0
PF10165,24,0.0,0.0,0.0,0.29166666666666663,0.0
PF14200,2,0.0,0.0,1.0,0.5,0.5
PF00652,1,0.0,0.0,0.0,0.0,0.0
PF14664,1,0.0,0.0,0.0,0.0,0.0
PF18119,1,0.0,0.0,1.0,0.0,0.0
PF00848,9,0.0,0.0,0.0,0.0,0.0
PF04437,6,0.33333333333333337,0.0,0.0,0.16666666666666663,0.0
PF00161,2,1.0,1.0,0.0,0.0,0.0
PF08167,5,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
PF10127,4,0.0,0.0,0.5,0.0,1.0
PF10036,1,0.0,0.0,0.0,0.0,0.0
PF13707,13,0.0,0.0,0.0,0.5384615384615384,0.0
PF13032,4,0.0,0.0,0.75,0.0,0.0
PF08615,4,0.0,0.0,0.5,0.0,0.25
PF01351,1,0.0,0.0,0.0,0.0,0.0
PF13482,1,0.0,1.0,1.0,0.0,0.0
PF01876,7,0.0,0.0,0.2857142857142857,0.1428571428571429,0.1428571428571429
PF08228,1,1.0,0.0,0.0,0.0,0.0
PF00929,7,0.0,1.0,0.4285714285714286,0.8571428571428572,0.0
PF11977,1,0.0,0.0,0.0,0.0,0.0
PF00910,2,0.0,0.0,1.0,0.5,0.0
PF09414,17,0.0,0.0,0.11764705882352944,0.17647058823529416,0.0
PF09511,9,0.0,0.0,0.0,0.6666666666666667,0.0
PF08208,12,0.0,0.0,0.6363636363636364,0.25,0.0
PF11705,10,0.0,0.0,0.6,0.5,0.0
PF06870,13,0.0,0.0,0.0,0.15384615384615385,0.0
PF03874,5,0.0,0.0,0.8,0.19999999999999996,0.0
PF05158,2,0.0,0.0,0.0,0.5,0.0
PF05132,1,0.0,0.0,0.0,1.0,0.0
PF05645,2,0.0,0.0,0.5,0.5,0.0
PF00773,2,0.0,0.0,0.0,0.5,0.0
PF15935,1,0.0,0.0,0.0,1.0,0.0
PF03259,3,0.0,0.0,0.6666666666666667,0.33333333333333337,0.0
PF10259,15,0.5333333333333333,0.0,0.19999999999999996,0.06666666666666665,0.0
PF00480,2,0.0,0.0,0.0,0.0,0.5
PF02027,3,1.0,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.0
PF13145,16,0.0,0.0,0.5625,0.4375,0.0
PF13877,3,0.0,0.0,0.33333333333333337,0.0,0.0
PF14767,1,1.0,1.0,1.0,0.0,1.0
PF10602,1,0.0,0.0,1.0,1.0,0.0
PF06877,1,0.0,0.0,0.0,0.0,0.0
PF10214,5,0.0,0.0,0.0,0.0,0.0
PF00398,2,0.0,0.0,1.0,0.5,1.0
PF14361,1,0.0,0.0,0.0,0.0,0.0
PF10099,6,0.0,0.0,0.0,0.16666666666666663,0.0
PF02714,3,0.0,0.0,0.0,0.0,0.0
PF11757,2,1.0,1.0,1.0,0.5,0.5
PF09273,14,0.0,0.0,0.7142857142857143,0.0,0.0
PF02915,1,1.0,1.0,1.0,0.0,0.0
PF02759,5,0.0,0.19999999999999996,0.4,0.19999999999999996,0.19999999999999996
PF00665,4,0.0,0.25,0.75,0.5,0.0
PF13456,3,0.6666666666666667,0.0,0.0,0.0,0.0
PF05773,2,0.0,0.5,0.5,0.5,0.0
PF16810,1,0.0,0.0,0.0,1.0,1.0
PF02574,5,0.0,0.0,0.0,0.0,0.0
PF07422,1,0.0,0.0,0.0,0.0,0.0
PF16653,60,0.3833333333333333,0.0,0.3833333333333333,0.15000000000000002,0.01666666666666672
PF03435,11,0.0,0.0,0.9090909090909091,0.0,0.0
PF18303,1,1.0,1.0,1.0,1.0,0.0
PF04092,7,0.0,0.0,0.4285714285714286,0.4285714285714286,0.0
PF12767,28,0.0,0.0,0.0,0.6785714285714286,0.0
PF07647,2,1.0,0.0,1.0,1.0,0.0
PF04499,2,0.0,0.0,0.0,0.5,0.5
PF04790,4,0.0,0.0,0.0,0.5,0.0
PF03343,1,0.0,0.0,0.0,0.0,0.0
PF16531,1,0.0,0.0,1.0,0.0,0.0
PF18145,12,0.0,0.0,0.0,0.08333333333333337,0.0
PF11561,1,1.0,1.0,0.0,0.0,0.0
PF12320,15,0.0,0.0,0.5333333333333333,0.06666666666666665,0.0
PF01758,4,1.0,0.0,0.0,0.0,0.0
PF13593,2,0.0,1.0,0.0,0.5,0.0
PF01547,20,0.4,0.7,0.25,0.85,0.0
PF07596,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF13531,17,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.4117647058823529,0.0
PF00497,3,0.0,0.0,0.0,0.0,0.0
PF00496,29,0.0,0.0,0.0,0.06896551724137934,0.0
PF13343,10,1.0,0.30000000000000004,0.8,0.4,0.09999999999999998
PF13416,14,0.9285714285714286,0.3571428571428571,0.7142857142857143,0.3571428571428571,0.0
PF17200,4,0.0,0.0,0.0,0.0,0.0
PF17203,4,0.25,0.25,0.75,0.5,0.25
PF04144,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF17619,1,0.0,1.0,0.0,0.0,0.0
PF03313,118,0.0,0.0,0.2796610169491526,0.1271186440677966,0.8389830508474576
PF01127,13,0.0,0.0,0.9230769230769231,0.3076923076923077,0.0
PF08598,11,0.0,0.0,0.0,0.09090909090909094,0.0
PF01390,4,0.0,0.0,1.0,0.25,0.0
PF00995,137,0.0,0.0,0.0,0.3138686131386861,0.0
PF07393,2,0.0,0.0,0.0,0.5,0.5
PF04811,2,0.0,1.0,1.0,0.5,0.5
PF08314,7,0.0,0.0,0.0,0.4285714285714286,0.1428571428571429
PF09763,3,1.0,1.0,1.0,0.6666666666666667,0.0
PF15469,1,0.0,0.0,0.0,0.0,0.0
PF06046,6,0.0,0.0,0.0,0.33333333333333337,0.0
PF02355,1,0.0,0.0,0.0,0.0,0.0
PF04856,1,1.0,1.0,1.0,1.0,1.0
PF00344,2,0.0,0.0,0.0,0.0,0.0
PF08357,2,1.0,1.0,1.0,0.5,0.5
PF06775,4,0.0,0.0,0.0,0.0,0.0
PF01403,1,0.0,0.0,0.0,1.0,0.0
PF02774,2,0.0,0.0,1.0,0.5,0.0
PF06911,9,0.0,0.0,0.11111111111111116,0.0,0.0
PF13845,1,0.0,0.0,1.0,1.0,0.0
PF00079,2,0.0,0.0,0.0,0.0,0.0
PF00856,5,0.0,0.0,0.0,0.6,0.0
PF08457,2,0.0,0.0,1.0,0.5,0.0
PF11139,7,0.0,0.0,0.4285714285714286,0.1428571428571429,0.0
PF18329,2,0.0,0.0,0.0,0.0,0.0
PF07653,3,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667
PF12914,2,1.0,1.0,1.0,1.0,1.0
PF13908,12,0.0,0.0,0.33333333333333337,0.6666666666666667,0.08333333333333337
PF03876,1,0.0,0.0,0.0,0.0,0.0
PF02973,1,1.0,0.0,1.0,1.0,1.0
PF12887,4,0.25,0.25,0.0,0.25,0.0
PF13965,1,0.0,0.0,0.0,0.0,0.0
PF14163,4,0.25,0.5,0.75,0.75,0.25
PF14532,2,0.0,0.0,1.0,1.0,0.5
PF07638,1,1.0,0.0,0.0,1.0,0.0
PF04546,14,0.0714285714285714,0.0714285714285714,0.2142857142857143,0.6428571428571428,0.0
PF04542,1,0.0,0.0,0.0,0.0,0.0
PF13791,1,0.0,0.0,0.0,0.0,0.0
PF04402,73,0.0,0.0,0.0273972602739726,0.3835616438356164,0.0
PF06621,4,0.25,0.0,0.0,0.25,0.0
PF03145,3,0.0,0.0,0.0,0.6666666666666667,0.0
PF04801,5,0.0,0.0,0.0,0.0,0.0
PF04938,2,0.0,0.0,0.0,0.0,0.0
PF14594,5,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996
PF05709,8,0.0,0.0,0.25,0.125,0.0
PF13289,8,0.0,0.0,0.125,0.0,0.0
PF10747,7,0.0,0.0,0.0,0.0,0.0
PF01380,2,0.0,0.0,0.5,0.5,0.0
PF13580,5,0.0,0.0,0.6,0.19999999999999996,0.0
PF15330,10,1.0,0.19999999999999996,1.0,0.19999999999999996,0.30000000000000004
PF07160,3,0.0,0.0,0.0,1.0,0.0
PF16740,2,0.5,0.5,0.0,0.0,0.5
PF01202,1,0.0,0.0,0.0,0.0,0.0
PF03595,28,0.0,0.0,0.0,0.0714285714285714,0.0
PF18160,6,0.0,0.0,0.0,0.16666666666666663,0.0
PF18142,1,0.0,0.0,0.0,0.0,0.0
PF08639,2,0.0,0.0,0.0,0.0,0.0
PF18523,1,0.0,0.0,0.0,1.0,0.0
PF05916,1,0.0,0.0,0.0,1.0,0.0
PF16818,2,0.0,0.0,1.0,0.5,0.0
PF14611,13,0.0,0.0,0.15384615384615385,0.0,0.0
PF02463,1,1.0,1.0,0.0,1.0,0.0
PF02616,1,0.0,0.0,0.0,0.0,1.0
PF09346,15,0.19999999999999996,0.5333333333333333,0.6,0.7333333333333334,0.0
PF18144,2,0.0,0.0,0.0,0.0,0.0
PF18745,1,1.0,0.0,1.0,1.0,1.0
PF09808,9,0.0,0.0,0.0,0.0,0.0
PF09335,6,0.0,0.0,0.0,0.16666666666666663,0.0
PF08455,1,0.0,0.0,0.0,1.0,0.0
PF03357,5,0.0,0.0,0.8,0.0,0.0
PF12680,17,0.2941176470588235,0.47058823529411764,0.47058823529411764,0.9411764705882353,0.0
PF13474,9,0.8888888888888888,0.33333333333333337,0.4444444444444444,0.11111111111111116,0.11111111111111116
PF13577,2,0.0,0.5,0.5,0.0,0.5
PF10428,10,0.0,0.0,0.0,0.6,0.0
PF03619,14,0.0,0.0,0.0,0.0714285714285714,0.0
PF09666,2,1.0,0.5,1.0,0.0,1.0
PF04832,3,0.0,0.0,0.0,0.0,0.0
PF15743,1,1.0,1.0,1.0,1.0,1.0
PF06703,4,0.0,0.0,0.0,0.0,0.0
PF08317,4,0.0,0.0,0.0,0.25,0.0
PF15577,1,1.0,1.0,1.0,1.0,0.0
PF15678,1,1.0,1.0,1.0,1.0,1.0
PF08631,16,0.0,0.0,0.125,0.4375,0.0
PF07744,5,0.19999999999999996,0.0,1.0,0.19999999999999996,0.0
PF11964,23,0.0,0.0,0.9130434782608696,0.3913043478260869,0.0
PF07228,6,0.0,0.0,0.0,0.0,0.0
PF12685,1,0.0,0.0,0.0,0.0,0.0
PF01944,13,0.0,0.0,0.0,0.5384615384615384,0.0
PF14171,2,0.0,0.5,0.0,0.5,0.5
PF05036,2,0.0,0.0,0.5,0.0,0.0
PF05504,17,0.0,0.0,0.0,0.05882352941176472,0.0
PF09548,5,0.0,0.0,0.0,0.19999999999999996,0.0
PF09581,10,0.0,0.0,0.0,0.09999999999999998,0.0
PF03845,3,0.0,0.0,0.0,0.0,0.0
PF09580,7,0.0,0.0,0.4285714285714286,0.4285714285714286,0.0
PF09577,1,0.0,0.0,0.0,0.0,0.0
PF00622,7,1.0,0.4285714285714286,1.0,0.2857142857142857,0.0
PF12090,3,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667
