PF,num_test,modelDL,modelET,blast,hmm,protenn
PF13895,5,1.0,0.6,1.0,0.6,0.6
PF15037,1,0.0,0.0,0.0,0.0,1.0
PF09240,2,1.0,0.0,1.0,0.5,0.5
PF01415,3,1.0,0.0,1.0,0.33333333333333337,1.0
PF01787,1,1.0,0.0,0.0,0.0,0.0
PF14331,1,1.0,0.0,1.0,1.0,0.0
PF08397,1,1.0,1.0,0.0,0.0,0.0
PF14430,6,0.0,0.0,0.6666666666666667,0.16666666666666663,0.0
PF15588,1,1.0,0.0,1.0,0.0,1.0
PF15428,4,0.0,0.0,0.25,0.25,0.0
PF15592,1,1.0,1.0,1.0,0.0,1.0
PF15593,2,0.0,1.0,1.0,0.0,0.0
PF15570,2,0.0,0.0,1.0,0.5,0.5
PF15575,6,0.0,0.0,0.16666666666666663,0.0,0.0
PF14423,2,1.0,1.0,0.0,0.5,0.0
PF15594,3,0.33333333333333337,0.33333333333333337,1.0,0.0,0.6666666666666667
PF15599,3,0.33333333333333337,0.33333333333333337,1.0,0.0,0.6666666666666667
PF15603,1,0.0,0.0,1.0,0.0,0.0
PF15586,1,0.0,0.0,0.0,0.0,0.0
PF15587,1,1.0,1.0,1.0,1.0,1.0
PF10688,1,0.0,0.0,1.0,0.0,0.0
PF00817,3,0.0,0.0,0.0,0.0,0.0
PF11799,30,0.0,0.0,0.7,0.2666666666666667,0.033333333333333326
PF03995,1,1.0,1.0,1.0,1.0,0.0
PF09394,2,0.0,0.0,0.5,0.5,0.0
PF00876,3,0.0,0.0,0.0,0.0,0.0
PF00459,7,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429
PF11726,2,0.0,0.0,0.0,0.5,0.0
PF06757,8,0.0,0.0,0.0,0.0,0.0
PF06090,14,0.0,0.0,0.3571428571428571,0.2857142857142857,0.0714285714285714
PF12835,1,0.0,0.0,0.0,0.0,1.0
PF00143,1,0.0,0.0,0.0,0.0,0.0
PF09529,14,0.0,0.0,0.0,0.2857142857142857,0.2142857142857143
PF00520,15,0.06666666666666665,0.06666666666666665,0.6,0.4,0.1333333333333333
PF04979,3,0.0,0.0,0.0,1.0,0.0
PF11727,4,0.0,0.0,0.25,0.25,0.0
PF00857,5,0.0,0.0,0.0,0.19999999999999996,0.0
PF01156,18,0.0,0.0,0.0,0.16666666666666663,0.0
PF15005,2,0.0,0.0,0.0,0.0,0.0
PF01398,1,0.0,0.0,1.0,0.0,0.0
PF06585,4,0.0,0.25,0.0,0.25,0.0
PF15038,1,1.0,0.0,0.0,0.0,0.0
PF07693,4,0.0,0.0,0.0,1.0,0.0
PF08580,4,1.0,0.0,1.0,0.25,1.0
PF13925,4,0.0,0.0,0.0,0.0,0.0
PF12309,1,0.0,0.0,0.0,1.0,0.0
PF06293,3,0.0,1.0,0.6666666666666667,0.33333333333333337,0.33333333333333337
PF04962,2,0.0,0.0,0.0,0.0,0.5
PF07646,3,1.0,1.0,1.0,1.0,1.0
PF13415,3,0.6666666666666667,0.6666666666666667,1.0,1.0,0.0
PF13854,1,1.0,1.0,1.0,1.0,1.0
PF13964,4,0.0,0.5,1.0,1.0,0.0
PF18790,3,0.0,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667
PF13184,1,1.0,1.0,1.0,0.0,0.0
PF13879,2,0.0,0.0,0.5,0.0,0.0
PF04383,9,1.0,0.0,0.6666666666666667,0.4444444444444444,0.8888888888888888
PF08568,4,0.0,0.0,0.0,0.0,0.25
PF09762,2,0.0,0.0,0.0,0.0,0.0
PF08433,1,1.0,0.0,0.0,1.0,0.0
PF02735,1,0.0,0.0,0.0,0.0,0.0
PF03731,1,0.0,1.0,1.0,1.0,1.0
PF02442,3,0.0,0.0,1.0,1.0,0.33333333333333337
PF02828,1,1.0,1.0,1.0,1.0,0.0
PF00753,23,0.08695652173913049,0.0,0.08695652173913049,0.26086956521739135,0.0
PF12706,24,1.0,0.04166666666666663,0.75,0.04166666666666663,0.20833333333333337
PF13483,6,0.0,0.0,1.0,0.5,0.0
PF03161,2,0.0,0.0,0.0,0.0,0.0
PF14528,1,0.0,0.0,1.0,1.0,0.0
PF02264,1,0.0,0.0,0.0,0.0,0.0
PF06805,1,1.0,1.0,1.0,1.0,1.0
PF00054,1,1.0,0.0,1.0,0.0,1.0
PF02210,1,0.0,1.0,0.0,0.0,0.0
PF13385,5,0.0,0.0,0.0,0.19999999999999996,0.0
PF14028,4,0.0,0.0,0.0,0.25,0.0
PF04738,3,0.0,0.0,0.33333333333333337,1.0,0.0
PF16448,1,0.0,0.0,0.0,0.0,0.0
PF15792,1,0.0,1.0,1.0,1.0,1.0
PF01273,4,0.0,0.0,0.5,0.5,0.0
PF02886,1,0.0,0.0,0.0,0.0,1.0
PF02450,1,0.0,1.0,0.0,0.0,1.0
PF09798,6,0.0,0.0,0.0,0.0,0.0
PF18163,2,1.0,0.0,0.0,0.5,0.0
PF03168,11,0.0,0.0,1.0,0.5454545454545454,0.09090909090909094
PF00059,7,0.0,0.0,1.0,0.4285714285714286,0.0
PF05098,1,1.0,0.0,0.0,1.0,1.0
PF05150,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF18640,1,0.0,1.0,0.0,0.0,1.0
PF06328,2,0.0,0.0,0.5,0.0,0.0
PF07968,1,0.0,1.0,1.0,0.0,0.0
PF11488,7,1.0,0.0,1.0,0.1428571428571429,1.0
PF04991,3,1.0,0.0,0.6666666666666667,0.33333333333333337,0.33333333333333337
PF00549,1,1.0,1.0,1.0,1.0,1.0
PF02900,3,1.0,1.0,1.0,0.33333333333333337,1.0
PF00060,2,0.5,0.0,0.5,1.0,0.0
PF03353,4,0.0,0.0,0.0,0.0,0.0
PF15306,2,0.5,0.5,0.0,0.0,0.5
PF14694,3,0.33333333333333337,1.0,0.0,0.33333333333333337,0.0
PF03280,2,0.0,0.0,0.0,0.5,0.5
PF00657,8,1.0,0.875,1.0,0.375,0.0
PF13472,60,0.0,0.033333333333333326,0.15000000000000002,0.8833333333333333,0.0
PF00061,11,1.0,0.0,1.0,0.09090909090909094,0.8181818181818181
PF13648,12,0.0,0.08333333333333337,0.8333333333333334,0.5833333333333333,0.0
PF03923,3,0.0,0.0,0.33333333333333337,0.0,0.0
PF04200,1,0.0,1.0,0.0,1.0,0.0
PF06804,2,0.0,0.0,0.0,0.0,0.0
PF00921,6,0.0,0.0,0.0,0.16666666666666663,0.0
PF17294,2,0.0,0.5,0.0,0.0,0.0
PF03279,2,0.0,0.0,0.0,0.5,0.0
PF04791,13,0.0,0.0,0.8461538461538461,0.15384615384615385,0.46153846153846156
PF14421,2,0.0,0.0,0.0,0.0,1.0
PF18417,1,0.0,1.0,1.0,1.0,1.0
PF03548,2,0.0,0.0,0.0,0.0,0.0
PF03550,2,1.0,0.5,0.0,0.5,0.0
PF02190,6,0.0,0.0,0.0,0.5,0.0
PF18830,3,1.0,1.0,1.0,0.33333333333333337,1.0
PF18840,1,0.0,0.0,1.0,1.0,0.0
PF18798,3,0.0,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.0
PF18857,1,0.0,0.0,1.0,1.0,0.0
PF03706,13,0.0,0.0,0.0,0.15384615384615385,0.0
PF03067,24,0.7083333333333333,0.0,0.9166666666666666,0.125,0.0
PF02169,5,0.0,0.0,0.8,0.4,0.0
PF07007,5,0.0,0.0,0.4,0.19999999999999996,0.0
PF06835,7,0.0,0.0,0.1428571428571429,0.2857142857142857,0.0
PF04453,7,0.0,0.0,0.5714285714285714,0.0,0.1428571428571429
PF04390,75,0.0,0.0,0.76,0.22666666666666668,0.0
PF03739,16,0.0,0.0,0.0,0.0625,0.0
PF18171,1,0.0,0.0,0.0,0.0,0.0
PF14067,1,0.0,0.0,1.0,0.0,0.0
PF00932,3,0.0,0.0,0.33333333333333337,0.0,0.0
PF14368,2,1.0,0.0,1.0,0.5,0.0
PF06772,4,0.0,0.0,0.0,0.25,0.0
PF04180,16,0.0,0.0,0.0,0.3125,0.0
PF02589,27,0.0,0.0,0.2592592592592593,0.03703703703703709,0.0
PF06814,3,0.0,0.0,0.0,0.0,0.0
PF04662,2,0.5,1.0,1.0,0.0,1.0
PF05893,2,0.0,0.0,0.0,0.0,0.0
PF04740,4,0.0,0.25,0.5,0.25,0.25
PF00206,3,0.0,0.0,0.0,0.0,0.0
PF05834,2,1.0,0.5,0.0,1.0,1.0
PF01810,3,0.0,0.0,0.33333333333333337,0.0,0.0
PF03466,3,0.0,0.0,0.0,0.0,0.0
PF11624,1,1.0,1.0,1.0,1.0,1.0
PF07687,14,1.0,0.0,1.0,0.0,0.0
PF02847,4,1.0,0.25,1.0,0.25,0.75
PF03281,10,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
PF12704,100,0.0,0.0,0.16000000000000003,0.19999999999999996,0.0
PF01823,8,0.0,0.0,0.0,0.125,0.0
PF01661,3,0.0,0.0,0.0,0.0,0.33333333333333337
PF05557,1,0.0,0.0,0.0,0.0,0.0
PF13017,2,0.0,0.0,1.0,0.5,0.5
PF09174,1,0.0,0.0,0.0,0.0,0.0
PF14437,1,1.0,1.0,1.0,1.0,1.0
PF01973,2,0.0,0.0,0.0,0.0,0.0
PF01454,1,0.0,0.0,0.0,0.0,0.0
PF01274,2,0.0,0.0,0.0,0.5,1.0
PF12819,3,0.0,0.0,0.33333333333333337,0.6666666666666667,0.0
PF10434,2,0.0,1.0,0.0,0.5,1.0
PF01232,1,1.0,0.0,1.0,1.0,1.0
PF11051,21,0.0,0.0,0.0,0.0,0.04761904761904767
PF13452,3,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337
PF03999,5,0.0,0.0,0.0,0.8,0.0
PF01124,16,0.0,0.0,0.5,0.125,0.0
PF01284,12,0.0,0.0,1.0,0.5833333333333333,0.16666666666666663
PF05231,1,0.0,0.0,1.0,0.0,0.0
PF17158,2,0.5,0.0,0.5,0.0,0.0
PF17178,2,0.0,1.0,0.5,0.5,0.0
PF17043,2,0.5,0.0,0.5,0.0,1.0
PF01554,2,0.0,0.0,0.5,0.0,0.0
PF00917,2,0.0,0.0,1.0,0.0,0.5
PF00661,1,1.0,1.0,0.0,0.0,1.0
PF03062,4,0.0,0.0,0.0,0.25,0.5
PF10506,1,1.0,1.0,1.0,0.0,1.0
PF14551,1,0.0,0.0,0.0,1.0,0.0
PF10117,1,0.0,0.0,0.0,0.0,0.0
PF15501,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF07398,1,1.0,0.0,1.0,1.0,0.0
PF11716,2,1.0,1.0,1.0,1.0,0.0
PF05389,2,0.0,0.0,0.0,0.0,0.0
PF05223,1,0.0,0.0,0.0,0.0,0.0
PF09773,2,0.0,0.0,0.0,0.0,0.0
PF10744,10,0.0,0.0,0.5,0.0,0.0
PF10280,3,0.0,0.0,0.33333333333333337,0.0,0.0
PF06333,1,1.0,0.0,0.0,0.0,0.0
PF08638,1,0.0,0.0,0.0,0.0,0.0
PF05397,1,0.0,0.0,1.0,0.0,0.0
PF11635,3,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0
PF10156,2,0.0,0.0,0.0,0.0,0.0
PF09637,4,0.5,0.25,0.5,0.0,1.0
PF08612,6,0.0,0.0,0.33333333333333337,0.16666666666666663,0.16666666666666663
PF06179,10,0.0,0.0,0.6,0.30000000000000004,0.0
PF11594,1,1.0,1.0,1.0,1.0,1.0
PF11315,2,1.0,1.0,0.0,0.0,0.0
PF10018,3,0.0,0.0,0.33333333333333337,0.0,0.33333333333333337
PF08689,2,1.0,1.0,1.0,0.5,1.0
PF05983,1,0.0,0.0,0.0,1.0,0.0
PF10232,8,0.0,0.0,0.875,0.25,1.0
PF14417,9,0.0,0.0,0.33333333333333337,0.11111111111111116,0.2222222222222222
PF13971,1,1.0,0.0,1.0,1.0,0.0
PF10376,2,0.5,0.5,1.0,0.5,1.0
PF14564,1,0.0,1.0,1.0,0.0,0.0
PF03547,3,0.0,0.0,0.33333333333333337,0.6666666666666667,0.33333333333333337
PF03203,1,0.0,0.0,0.0,0.0,0.0
PF03724,1,0.0,1.0,1.0,0.0,1.0
PF01676,1,1.0,1.0,1.0,1.0,0.0
PF00149,43,0.13953488372093026,0.13953488372093026,0.4651162790697675,0.6976744186046512,0.0
PF12850,1,1.0,1.0,1.0,0.0,1.0
PF13801,8,0.5,0.0,1.0,0.875,0.125
PF01420,3,0.0,0.0,0.33333333333333337,0.6666666666666667,0.0
PF08242,3,1.0,0.6666666666666667,1.0,0.6666666666666667,0.0
PF02870,2,0.5,0.5,0.5,0.5,0.5
PF05050,19,0.0,0.0,0.26315789473684215,0.26315789473684215,0.26315789473684215
PF13489,8,0.375,0.125,0.625,1.0,0.0
PF13578,1,0.0,0.0,1.0,0.0,0.0
PF02636,4,0.0,0.0,0.0,0.5,0.0
PF13847,6,1.0,0.33333333333333337,1.0,1.0,0.0
PF13679,8,1.0,0.0,1.0,0.625,0.25
PF10017,1,0.0,0.0,0.0,1.0,0.0
PF18546,3,0.0,0.0,0.0,0.33333333333333337,0.6666666666666667
PF08842,6,0.0,0.0,0.5,0.16666666666666663,0.0
PF13149,26,0.038461538461538436,0.038461538461538436,0.2692307692307693,0.5,0.0
PF16596,2,0.0,0.0,1.0,0.0,0.5
PF07690,27,0.0,0.0,0.03703703703703709,0.07407407407407407,0.0
PF12832,4,0.75,0.0,0.0,0.5,0.25
PF13347,4,0.0,0.0,0.0,0.0,0.0
PF06925,3,0.6666666666666667,0.6666666666666667,0.0,0.0,0.33333333333333337
PF01769,2,0.0,0.0,0.0,0.0,0.0
PF03166,1,0.0,0.0,0.0,0.0,0.0
PF00969,2,1.0,0.0,1.0,0.0,0.5
PF17018,2,0.0,0.0,0.0,0.0,0.0
PF18157,2,0.0,0.0,1.0,0.5,0.0
PF16026,8,0.0,0.0,0.0,0.375,0.0
PF02854,4,0.0,0.0,0.5,1.0,0.0
PF09090,12,0.08333333333333337,0.08333333333333337,0.0,0.25,0.0
PF06664,12,0.0,0.0,0.08333333333333337,0.08333333333333337,0.0
PF10665,1,0.0,0.0,1.0,0.0,0.0
PF12691,2,0.0,1.0,1.0,0.5,0.5
PF06763,1,0.0,0.0,1.0,0.0,1.0
PF06629,20,0.0,0.0,0.0,0.0,0.0
PF05859,6,0.0,0.0,0.0,0.0,0.0
PF08202,2,0.5,0.0,0.0,0.5,0.5
PF08641,6,0.0,0.0,1.0,0.0,0.6666666666666667
PF13012,33,1.0,0.0,1.0,0.1515151515151515,1.0
PF09731,4,0.0,0.0,0.0,0.75,0.0
PF11709,14,0.2142857142857143,0.0714285714285714,0.0,0.0714285714285714,0.7857142857142857
PF11647,2,1.0,0.5,1.0,0.0,1.0
PF10229,1,0.0,0.0,0.0,0.0,0.0
PF03176,2,0.0,0.0,0.0,0.0,0.0
PF14500,2,0.0,0.0,0.0,0.0,0.0
PF13762,3,1.0,0.0,0.33333333333333337,0.33333333333333337,0.0
PF08569,2,0.0,0.5,0.0,1.0,0.0
PF18555,3,0.0,0.0,0.0,0.6666666666666667,0.0
PF00384,2,0.0,0.0,1.0,0.5,0.0
PF03164,1,0.0,0.0,0.0,0.0,0.0
PF15626,1,1.0,1.0,1.0,1.0,1.0
PF00635,4,0.0,0.0,0.0,0.0,0.0
PF01107,2,1.0,0.0,0.5,0.5,1.0
PF10175,6,0.0,0.0,1.0,0.6666666666666667,0.0
PF07666,2,0.0,0.0,1.0,1.0,0.5
PF04152,1,0.0,0.0,0.0,0.0,0.0
PF04093,3,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0
PF03022,2,0.0,0.0,0.0,0.0,0.0
PF02940,2,0.0,0.0,0.0,0.0,0.0
PF09387,1,0.0,0.0,1.0,0.0,1.0
PF09812,2,1.0,0.0,0.5,0.5,1.0
PF11788,2,0.0,0.0,1.0,0.5,0.0
PF10037,4,0.0,0.0,0.0,0.75,0.5
PF09402,2,0.0,0.0,0.0,1.0,0.0
PF12795,1,1.0,1.0,1.0,1.0,0.0
PF00924,3,0.0,0.0,0.0,0.0,0.0
PF05063,2,0.5,0.0,0.5,0.5,0.0
PF11854,5,0.0,0.0,0.0,0.0,0.19999999999999996
PF18819,1,1.0,0.0,1.0,0.0,0.0
PF13455,1,1.0,1.0,1.0,1.0,0.0
PF03023,2,0.0,0.0,0.0,0.0,0.0
PF08676,1,0.0,0.0,0.0,0.0,0.0
PF05188,1,0.0,0.0,1.0,1.0,0.0
PF05192,134,0.0,0.007462686567164201,0.02238805970149249,0.13432835820895528,0.0
PF15515,2,0.0,0.0,0.0,1.0,0.0
PF11831,1,0.0,0.0,0.0,0.0,0.0
PF13837,1,1.0,1.0,1.0,1.0,0.0
PF13921,2,1.0,1.0,1.0,1.0,0.0
PF14646,10,0.0,0.0,0.0,0.0,0.0
PF09112,1,0.0,0.0,1.0,0.0,1.0
PF10237,12,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0
PF01555,2,0.5,0.0,0.5,0.5,0.0
PF04245,18,0.0,0.0,0.6111111111111112,0.16666666666666663,0.0
PF18778,2,1.0,1.0,1.0,1.0,0.5
PF13460,1,0.0,0.0,0.0,1.0,0.0
PF08030,1,0.0,0.0,0.0,0.0,0.0
PF13454,1,0.0,0.0,0.0,0.0,0.0
PF01513,3,1.0,0.0,1.0,1.0,1.0
PF09992,5,0.0,0.0,0.6,0.0,0.0
PF02365,3,0.0,0.0,0.0,0.0,0.0
PF14303,11,0.0,0.0,0.0,0.4545454545454546,0.0
PF04095,3,0.0,0.0,1.0,0.0,1.0
PF10505,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF01699,10,0.0,0.0,1.0,0.19999999999999996,0.0
PF03553,6,0.0,0.16666666666666663,0.16666666666666663,0.0,0.5
PF00999,11,0.0,0.0,0.0,0.2727272727272727,0.0
PF00939,1,1.0,0.0,1.0,0.0,0.0
PF11933,2,1.0,1.0,1.0,1.0,1.0
PF08637,1,0.0,0.0,0.0,1.0,0.0
PF15065,2,0.0,0.5,0.0,0.5,0.0
PF16787,1,1.0,0.0,1.0,0.0,1.0
PF09531,22,0.0,0.0,0.0,0.2727272727272727,0.0
PF05224,2,0.0,0.0,0.0,0.0,0.0
PF05031,1,0.0,0.0,0.0,1.0,0.0
PF14496,2,1.0,1.0,1.0,0.0,0.0
PF10225,9,0.0,0.0,0.0,0.0,0.0
PF08378,6,0.0,0.0,0.16666666666666663,0.33333333333333337,0.0
PF05536,1,0.0,1.0,1.0,1.0,1.0
PF02931,1,0.0,0.0,0.0,0.0,0.0
PF02932,7,0.0,0.0,1.0,0.0,0.0
PF08619,9,0.0,0.0,0.0,0.33333333333333337,0.0
PF04097,1,0.0,1.0,0.0,1.0,0.0
PF03824,3,1.0,0.0,0.6666666666666667,0.0,0.0
PF03031,2,0.0,1.0,1.0,1.0,0.0
PF11939,1,0.0,0.0,0.0,0.0,0.0
PF08376,30,0.0,0.0,0.033333333333333326,0.1333333333333333,0.0
PF02613,3,0.0,0.0,0.33333333333333337,0.6666666666666667,0.0
PF00881,14,0.0,0.0,0.0714285714285714,0.1428571428571429,0.0
PF01292,12,0.25,0.08333333333333337,0.5833333333333333,0.75,0.0
PF16809,1,0.0,0.0,1.0,0.0,1.0
PF00877,1,1.0,0.0,1.0,0.0,0.0
PF18754,17,0.0,0.0,0.5294117647058824,0.11764705882352944,0.8235294117647058
PF18757,3,0.0,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.0
PF04981,45,0.0,0.0,0.06666666666666665,0.3555555555555555,0.0
PF04973,5,0.0,0.0,0.0,0.19999999999999996,0.0
PF05368,3,1.0,0.0,1.0,0.33333333333333337,1.0
PF13379,3,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333337,0.33333333333333337
PF03980,2,0.0,0.0,0.0,0.0,0.0
PF05940,4,0.0,0.0,0.0,0.25,0.0
PF09420,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF05997,2,0.0,0.0,0.0,0.0,0.0
PF16201,1,0.0,0.0,0.0,0.0,0.0
PF05048,2,1.0,0.5,0.0,0.0,0.0
PF11707,1,1.0,1.0,0.0,0.0,0.0
PF17800,1,0.0,0.0,0.0,0.0,0.0
PF15699,1,0.0,0.0,1.0,0.0,0.0
PF13597,8,0.0,0.125,0.0,1.0,0.0
PF08424,1,0.0,0.0,0.0,1.0,0.0
PF03916,2,0.0,0.0,0.0,0.0,0.0
PF08691,2,1.0,0.5,1.0,1.0,0.5
PF10358,8,0.0,0.0,0.875,0.0,0.0
PF06941,1,1.0,0.0,1.0,0.0,1.0
PF14540,1,0.0,0.0,0.0,0.0,0.0
PF02136,3,1.0,1.0,1.0,1.0,1.0
PF15528,2,1.0,1.0,1.0,0.0,1.0
PF00483,1,1.0,0.0,1.0,0.0,0.0
PF01909,4,0.75,0.75,0.75,0.25,0.0
PF12804,2,0.0,0.5,0.0,1.0,0.0
PF13562,2,0.0,0.0,0.0,0.0,0.0
PF14907,15,0.0,0.0,0.0,0.0,0.0
PF12281,1,0.0,0.0,0.0,0.0,0.0
PF07575,11,0.0,0.0,0.0,0.0,0.0
PF03407,7,0.0,0.0,0.5714285714285714,0.0,0.0
PF00293,8,0.0,0.0,0.5,0.0,0.0
PF09296,3,0.0,0.0,0.6666666666666667,0.0,0.0
PF03800,1,0.0,0.0,0.0,0.0,0.0
PF11715,1,1.0,1.0,1.0,1.0,0.0
PF13874,2,0.0,0.0,0.0,0.5,0.0
PF09376,8,0.0,0.0,0.375,0.5,0.0
PF14296,1,0.0,0.0,1.0,0.0,0.0
PF13425,4,0.0,0.0,0.0,0.75,0.0
PF10250,30,0.0,0.0,0.1333333333333333,0.23333333333333328,0.0
PF14778,5,0.0,0.0,0.0,0.19999999999999996,0.0
PF02321,11,0.0,0.0,0.4545454545454546,0.09090909090909094,0.0
PF10637,1,0.0,0.0,0.0,0.0,0.0
PF07934,1,1.0,0.0,1.0,1.0,1.0
PF00691,1,0.0,0.0,1.0,1.0,0.0
PF00215,12,0.16666666666666663,0.0,0.08333333333333337,0.41666666666666663,0.0
PF03938,4,0.0,0.0,0.25,0.5,0.0
PF13505,13,0.0,0.0,0.6153846153846154,0.46153846153846156,0.0
PF13568,8,0.125,0.0,0.75,0.625,0.0
PF14905,15,0.0,0.0,0.0,0.06666666666666665,0.0
PF10128,2,0.0,0.0,0.0,0.0,0.0
PF04966,6,1.0,0.16666666666666663,0.6666666666666667,1.0,0.0
PF03169,7,0.0,0.0,0.7142857142857143,0.0,0.4285714285714286
PF04069,17,0.47058823529411764,0.0,0.6470588235294117,0.11764705882352944,0.0
PF04084,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF14629,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF14630,2,0.0,0.0,0.0,0.0,0.5
PF05460,5,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996
PF01385,3,0.0,0.0,0.6666666666666667,0.0,0.0
PF18042,2,0.0,0.0,1.0,0.5,0.0
PF00278,9,0.0,0.0,0.0,0.0,0.0
PF02566,7,0.0,0.0,0.1428571428571429,0.0,0.0
PF12872,1,0.0,0.0,0.0,0.0,0.0
PF04756,3,0.0,0.0,0.0,0.6666666666666667,0.0
PF03968,2,0.0,0.0,0.5,0.0,0.0
PF09777,1,0.0,0.0,0.0,0.0,0.0
PF03189,1,0.0,0.0,0.0,0.0,0.0
PF02338,3,1.0,0.6666666666666667,1.0,0.0,1.0
PF00148,6,0.0,0.0,0.0,0.0,0.0
PF00499,6,0.0,0.16666666666666663,0.0,0.33333333333333337,0.0
PF01901,2,0.0,0.0,0.0,0.0,0.0
PF11651,2,0.0,0.0,0.0,0.5,1.0
PF00067,6,0.0,0.0,0.0,0.0,0.0
PF02225,1,0.0,0.0,0.0,0.0,0.0
PF05138,12,0.0,0.0,0.0,0.08333333333333337,0.75
PF09754,27,0.03703703703703709,0.0,0.5555555555555556,0.14814814814814814,0.4444444444444444
PF16093,2,0.0,0.0,1.0,0.0,0.0
PF03985,7,0.0,0.0,0.0,0.0,0.0
PF08733,13,0.0,0.0,0.07692307692307687,0.0,0.0
PF02089,1,0.0,0.0,0.0,0.0,0.0
PF00291,6,0.0,0.0,0.0,0.33333333333333337,0.16666666666666663
PF08417,1,0.0,0.0,1.0,0.0,0.0
PF01569,7,0.1428571428571429,0.0,0.1428571428571429,0.5714285714285714,0.0
PF14378,10,0.0,0.0,0.09999999999999998,0.0,0.0
PF16911,1,0.0,0.0,1.0,0.0,0.0
PF01507,2,0.0,0.0,0.0,0.0,0.0
PF06864,2,0.0,0.0,0.0,0.0,0.0
PF04926,1,0.0,0.0,0.0,0.0,0.0
PF03210,1,1.0,0.0,1.0,1.0,1.0
PF02195,1,0.0,0.0,1.0,0.0,1.0
PF05942,12,0.08333333333333337,0.0,1.0,0.41666666666666663,0.6666666666666667
PF05016,3,0.0,0.0,0.0,0.0,0.0
PF00644,2,0.0,0.0,0.0,0.0,0.0
PF13596,5,0.4,0.0,1.0,0.0,0.6
PF14598,3,1.0,0.0,1.0,0.6666666666666667,0.33333333333333337
PF08447,2,1.0,1.0,0.0,0.5,0.0
PF08448,6,0.33333333333333337,1.0,1.0,0.16666666666666663,0.0
PF13188,34,0.08823529411764708,0.11764705882352944,0.32352941176470584,0.6470588235294117,0.02941176470588236
PF13426,19,0.4736842105263158,0.631578947368421,0.7894736842105263,0.8421052631578947,0.0
PF01734,15,0.0,0.06666666666666665,0.2666666666666667,0.33333333333333337,0.0
PF02460,2,0.0,0.0,0.0,0.5,0.0
PF18065,2,1.0,1.0,1.0,0.0,0.0
PF00564,5,0.0,0.0,1.0,0.0,0.19999999999999996
PF18810,14,1.0,0.5714285714285714,1.0,0.4285714285714286,0.2857142857142857
PF18812,8,0.0,0.125,0.75,0.0,0.0
PF18813,11,0.0,0.0,1.0,0.2727272727272727,0.0
PF01161,2,0.0,0.0,0.0,0.0,0.0
PF07943,2,0.0,0.0,0.5,0.0,0.0
PF01395,8,0.0,0.0,0.25,0.125,0.0
PF12727,6,1.0,0.8333333333333334,1.0,1.0,0.5
PF12849,12,0.08333333333333337,0.41666666666666663,0.9166666666666666,0.5,0.08333333333333337
PF14284,4,0.0,0.0,0.0,0.25,0.5
PF14058,5,0.19999999999999996,0.19999999999999996,0.4,0.6,0.4
PF01399,11,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0
PF13201,1,0.0,0.0,0.0,0.0,0.0
PF13739,1,0.0,0.0,0.0,0.0,0.0
PF12705,15,0.0,0.0,0.06666666666666665,0.4,0.0
PF14281,5,0.0,0.0,0.0,0.4,0.0
PF02153,1,1.0,0.0,0.0,1.0,0.0
PF15953,2,0.0,0.5,0.0,0.0,0.0
PF12708,4,1.0,0.5,0.75,0.25,0.75
PF15275,7,0.0,0.1428571428571429,0.0,0.0,0.1428571428571429
PF18736,2,0.0,0.0,0.5,0.0,1.0
PF01804,38,0.0,0.0,0.0,0.052631578947368474,0.0
PF13576,1,1.0,1.0,1.0,1.0,0.0
PF13599,5,1.0,0.19999999999999996,0.19999999999999996,0.6,0.0
PF03929,89,0.0,0.0,0.0,0.5842696629213483,0.0
PF01478,2,0.0,0.0,0.5,0.5,0.0
PF03415,2,0.0,0.0,0.0,0.5,1.0
PF01650,2,0.0,0.0,1.0,0.0,1.0
PF00656,18,0.0,0.0,0.0,0.11111111111111116,0.0
PF01364,3,0.0,0.0,0.0,0.0,0.0
PF13529,5,0.0,0.0,0.6,0.6,0.0
PF02902,1,0.0,0.0,1.0,0.0,0.0
PF03543,3,0.0,1.0,0.6666666666666667,0.33333333333333337,0.6666666666666667
PF12385,2,1.0,1.0,0.5,1.0,0.0
PF05708,4,0.0,0.0,1.0,0.0,0.75
PF05649,32,0.0,0.0,0.0,0.375,0.0
PF00246,2,0.0,0.0,0.0,0.0,0.5
PF05193,11,0.0,0.0,0.2727272727272727,0.4545454545454546,0.0
